feature,raw,normalized,category,abs_norm
poly_macd rsi_14,-1.947707026799087e-05,-1.947707026799087e-05,other,1.947707026799087e-05
poly_ma_20 rsi_14,1.7857971310799788e-05,1.7857971310799788e-05,ma,1.7857971310799788e-05
scaled_poly_return_1d macd,1.2371487637092344e-05,1.2371487637092344e-05,other,1.2371487637092344e-05
poly_ma_10 rsi_14,-1.1650060584888128e-05,-1.1650060584888128e-05,ma,1.1650060584888128e-05
poly_ma_20^2,-9.915563068639141e-06,-9.915563068639141e-06,ma,9.915563068639141e-06
ma_200,9.37156065155184e-06,9.37156065155184e-06,ma,9.37156065155184e-06
macd,-9.133107622516532e-06,-9.133107622516532e-06,other,9.133107622516532e-06
volatility_std_20d,3.0769540220356984e-06,3.0769540220356984e-06,other,3.0769540220356984e-06
poly_rsi_14^2,-4.296653296760272e-07,-4.296653296760272e-07,other,4.296653296760272e-07
poly_volatility_std_20d volume_ma_10,-3.3119432968164865e-09,-3.3119432968164865e-09,ma,3.3119432968164865e-09
poly_return_1d volume_ma_10,-3.1249234827350535e-09,-3.1249234827350535e-09,ma,3.1249234827350535e-09
volume_ma_50,6.654266094280242e-10,6.654266094280242e-10,ma,6.654266094280242e-10
poly_return_5d volume_ma_10,-6.329659392155715e-10,-6.329659392155715e-10,ma,6.329659392155715e-10
volume_ma_5,4.4907955299995725e-10,4.4907955299995725e-10,ma,4.4907955299995725e-10
volume_ma_20,-2.380117684678531e-10,-2.380117684678531e-10,ma,2.380117684678531e-10
poly_macd volume_ma_10,-5.807661871519981e-11,-5.807661871519981e-11,ma,5.807661871519981e-11
poly_ma_10 volume_ma_10,4.527057725612119e-11,4.527057725612119e-11,ma,4.527057725612119e-11
poly_ma_20 volume_ma_10,-4.3510973417064846e-11,-4.3510973417064846e-11,ma,4.3510973417064846e-11
volume,3.600598890190398e-11,3.600598890190398e-11,other,3.600598890190398e-11
obv,-5.336275630232973e-12,-5.336275630232973e-12,other,5.336275630232973e-12
poly_rsi_14 volume_ma_10,-1.5475689581864258e-12,-1.5475689581864258e-12,ma,1.5475689581864258e-12
poly_volume_ma_10^2,2.0457802795908647e-18,2.0457802795908647e-18,ma,2.0457802795908647e-18
